No,ID,Weight,Fat,Visibility,Category,Price,Security,StoreCode,OperationYear,Size,Area,Type,Sales
947,FDG45,8.1,Low Fat,0,Fruits and Vegetables,211.8902,Allied Universal,OUT018,2009,Medium,Tier 3,Supermarket Type2,3823.0236
948,FDH10,21,Low Fat,0.049263979,Snack Foods,195.0478,AHS,OUT013,1987,High,Tier 3,Supermarket Type1,1549.9824
949,FDO10,13.65,Regular,0.021343732,Snack Foods,58.3588,Epic,OUT010,1998,,Tier 3,Grocery Store,114.5176
950,FDS35,,LF,0.110681931,Breads,63.2826,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033.3216
951,FDI41,,Regular,0.061955439,Frozen Foods,145.1418,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,4561.3958
952,FDN21,,LF,0.076483451,Snack Foods,163.1236,NSPS,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416.854
953,NCO18,13.15,Low Fat,0.024701262,Household,176.8686,G4S,OUT045,2002,,Tier 2,Supermarket Type1,2133.2232
954,FDB34,15.25,Low Fat,0.02671821,Snack Foods,85.2198,GardaWorld,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.7366
955,FDD05,19.35,Low Fat,0.016597651,Frozen Foods,121.5098,AHS,OUT013,1987,High,Tier 3,Supermarket Type1,2892.2352
956,FDX59,,Low Fat,0.0514111,Breads,33.0558,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.7182
957,FDZ23,17.75,Regular,0.112985849,Baking Goods,185.424,Epic,OUT010,1998,,Tier 3,Grocery Store,745.696
958,FDX27,20.7,Regular,0.11411709,Dairy,92.7436,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104
959,FDV07,9.5,Low Fat,0,Fruits and Vegetables,110.4228,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,1547.3192
960,FDR14,11.65,Low Fat,0.175033524,Dairy,55.5298,AHS,OUT017,2007,,Tier 2,Supermarket Type1,647.1576
961,FDO01,21.1,Regular,0.020760673,Breakfast,128.7994,Epic,OUT045,2002,,Tier 2,Supermarket Type1,1798.9916
962,FDO13,7.865,Low Fat,0.061405051,Breakfast,166.3526,Prosegur,OUT017,2007,,Tier 2,Supermarket Type1,1973.4312
963,FDU25,12.35,Low Fat,0.026676216,Canned,57.0246,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,1737.738
964,NCK54,,Low Fat,0.029380407,Household,114.715,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,1864.24
965,FDZ56,16.25,Low Fat,0.025715562,Fruits and Vegetables,168.1474,NSPS,OUT013,1987,High,Tier 3,Supermarket Type1,1516.0266
966,NCL55,12.15,Low Fat,0.065026434,Others,253.704,G4S,OUT017,2007,,Tier 2,Supermarket Type1,5060.08
967,FDD59,10.5,Regular,0.066315023,Starchy Foods,78.296,Epic,OUT045,2002,,Tier 2,Supermarket Type1,2157.192
968,FDJ55,12.8,Regular,0.023664054,Meat,226.0404,Prosegur,OUT017,2007,,Tier 2,Supermarket Type1,5400.9696
969,FDA45,,Low Fat,0.154627247,Snack Foods,177.637,Brinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,5469.547
970,DRF23,4.61,Low Fat,0.205294827,Hard Drinks,172.8396,Allied Universal,OUT010,1998,,Tier 3,Grocery Store,174.4396
971,FDT49,7,Low Fat,0.152261999,Canned,105.728,Epic,OUT017,2007,,Tier 2,Supermarket Type1,1278.336
972,NCO17,10,Low Fat,0,Health and Hygiene,120.644,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,1917.504
973,FDH22,6.405,Low Fat,0.136275173,Snack Foods,128.1678,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,1017.3424
974,FDT34,9.3,Low Fat,0.174621343,Snack Foods,104.2964,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,1998.7316
975,FDB39,11.6,Low Fat,0.038597077,Dairy,57.9272,Brinks,OUT045,2002,,Tier 2,Supermarket Type1,615.1992
976,FDQ22,16.75,Low Fat,0.029799965,Snack Foods,39.1822,NSPS,OUT045,2002,,Tier 2,Supermarket Type1,314.2576
977,NCN43,12.15,Low Fat,0.011314423,Others,122.973,Prosegur,OUT010,1998,,Tier 3,Grocery Store,123.173
978,FDG57,14.7,Low Fat,0.072410764,Fruits and Vegetables,48.2034,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,1020.6714
979,FDR20,20,Regular,0.028118435,Fruits and Vegetables,46.7744,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,1222.4088
980,FDU22,,Low Fat,0.163350221,Snack Foods,120.2124,Brinks,OUT019,1985,Small,Tier 1,Grocery Store,474.0496
981,NCC43,7.39,Low Fat,0.093307713,Household,250.9066,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,1506.0396
982,FDP01,20.75,Regular,0.105994654,Breakfast,150.5682,Allied Universal,OUT010,1998,,Tier 3,Grocery Store,762.341
983,FDF52,9.3,Low Fat,0.067055339,Frozen Foods,184.2292,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044
984,FDZ33,10.195,Low Fat,0.107376743,Snack Foods,147.6076,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,3547.3824
985,FDP48,,Regular,0.043810028,Baking Goods,181.395,Brinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,6042.135
986,FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2162,AHS,OUT010,1998,,Tier 3,Grocery Store,384.8324
987,FDC26,10.195,Low Fat,0.126897925,Canned,110.6886,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,1223.0746
988,FDF34,9.3,Regular,0.014076503,Snack Foods,200.0084,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924
989,FDJ33,8.895,Regular,0.088305478,Snack Foods,123.473,Epic,OUT035,2004,Small,Tier 2,Supermarket Type1,1478.076
990,FDD04,16,Low Fat,0.090153756,Dairy,143.2154,Brinks,OUT045,2002,,Tier 2,Supermarket Type1,1418.154
991,NCJ31,19.2,Low Fat,0.182501773,Others,239.2196,Brinks,OUT013,1987,High,Tier 3,Supermarket Type1,5061.4116
992,FDO57,20.75,Low Fat,0.108710162,Snack Foods,161.7578,NSPS,OUT046,1997,Small,Tier 1,Supermarket Type1,2888.2404
993,FDM36,,Regular,0.058446424,Baking Goods,172.1422,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,5518.1504
994,NCY05,13.5,Low Fat,0.054990009,Health and Hygiene,35.2874,Brinks,OUT046,1997,Small,Tier 1,Supermarket Type1,741.0354
995,FDS44,,Regular,0.15528831,Fruits and Vegetables,241.7538,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,9133.4444
996,FDZ39,19.7,Regular,0.018021361,Meat,101.199,G4S,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.582
997,NCM31,6.095,Low Fat,0.0816559,Others,143.3154,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,2836.308
998,DRK11,8.21,Low Fat,0.010755465,Hard Drinks,150.8392,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,2982.784
999,FDO34,17.7,Low Fat,0.050111641,Snack Foods,165.9816,Allied Universal,OUT010,1998,,Tier 3,Grocery Store,167.7816
1000,NCL30,18.1,Low Fat,0.048931174,Household,127.3336,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024
1001,FDK28,5.695,Low Fat,0.065960909,Frozen Foods,259.2646,G4S,OUT017,2007,,Tier 2,Supermarket Type1,9275.9256
1002,DRJ39,20.25,Low Fat,0.036319195,Dairy,219.3482,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,5038.1086
1003,NCP06,,Low Fat,0.039055756,Household,152.3366,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,2115.9124
1004,FDE33,,Regular,0.049395242,Fruits and Vegetables,80.3644,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,1885.5456
1005,FDZ44,8.185,Low Fat,0.038789271,Fruits and Vegetables,115.6808,NSPS,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
1006,FDV46,18.2,Low Fat,0.012659235,Snack Foods,140.718,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,2656.542
1007,NCO06,19.25,LF,0.108010006,Household,33.3558,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,713.0718
1008,DRG03,14.5,Low Fat,0.061934991,Dairy,154.4998,Brinks,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978
1009,FDU37,9.5,Regular,0.104421237,Canned,80.196,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,2157.192
1010,FDI57,19.85,Low Fat,0.053980686,Seafood,196.8768,Brinks,OUT013,1987,High,Tier 3,Supermarket Type1,2561.9984
1011,FDM45,8.655,Regular,0.088121336,Snack Foods,119.7756,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852
1012,FDC26,10.195,Low Fat,0.126359196,Canned,109.2886,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,1334.2632
1013,FDU14,,Low Fat,0.034584356,Dairy,248.375,Brinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,10236.675
1014,FDB26,14,reg,0.031267496,Canned,51.464,AHS,OUT046,1997,Small,Tier 1,Supermarket Type1,692.432
1015,FDC29,8.39,Regular,0.024304264,Frozen Foods,114.0176,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,1488.7288
1016,FDY58,11.65,Low Fat,0.040144377,Snack Foods,228.9694,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,6622.7126
1017,FDR59,14.5,Regular,0.063851475,Breads,260.4594,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,3139.9128
1018,FDS03,,Low Fat,0.079243005,Meat,65.8826,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,1614.565
1019,FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,38.319,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,585.904
1020,FDZ25,,Regular,0.02748331,Canned,169.379,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,5602.707
1021,NCN26,10.85,Low Fat,0.028738058,Household,117.1808,Prosegur,OUT045,2002,,Tier 2,Supermarket Type1,703.0848
1022,FDO38,17.25,Low Fat,0.073135768,Canned,77.2986,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.6818
1023,FDP28,13.65,Regular,0.081096613,Frozen Foods,261.2936,AHS,OUT017,2007,,Tier 2,Supermarket Type1,3131.9232
1024,FDG31,12.15,Low Fat,0.063430788,Meat,65.4826,G4S,OUT010,1998,,Tier 3,Grocery Store,258.3304
1025,FDI45,13.1,LF,0.037549969,Fruits and Vegetables,176.1054,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,4027.4242
1026,NCS54,13.6,Low Fat,0.016726506,Household,176.037,NSPS,OUT010,1998,,Tier 3,Grocery Store,352.874
1027,FDE17,20.1,Regular,0.054565932,Frozen Foods,152.2366,Brinks,OUT045,2002,,Tier 2,Supermarket Type1,2418.1856
1028,NCG06,16.35,Low Fat,0.029445361,Household,257.6646,Prosegur,OUT046,1997,Small,Tier 1,Supermarket Type1,2061.3168
1029,FDQ57,,Low Fat,0.048932713,Snack Foods,144.476,G4S,OUT019,1985,Small,Tier 1,Grocery Store,146.476
1030,NCB31,6.235,Low Fat,0.118651919,Household,263.991,Allied Universal,OUT035,2004,Small,Tier 2,Supermarket Type1,4207.856
1031,NCP29,8.42,Low Fat,0.112728355,Health and Hygiene,65.8168,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,830.9184
1032,NCX29,,Low Fat,0.156094569,Health and Hygiene,144.3102,AHS,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
1033,FDU37,9.5,Regular,0.104933928,Canned,78.796,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,1198.44
1034,FDM02,12.5,Regular,0.12341737,Canned,86.0198,NSPS,OUT010,1998,,Tier 3,Grocery Store,87.2198
1035,FDN16,12.6,Regular,0.062700289,Frozen Foods,102.199,Prosegur,OUT046,1997,Small,Tier 1,Supermarket Type1,1960.781
1036,FDR46,16.85,Low Fat,0.139417654,Snack Foods,147.476,Epic,OUT046,1997,Small,Tier 1,Supermarket Type1,2929.52
1037,FDE50,,Regular,0.01612717,Canned,189.3556,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,2253.0672
1038,FDL52,6.635,reg,0.077145553,Frozen Foods,39.8506,Brinks,OUT010,1998,,Tier 3,Grocery Store,75.9012
1039,FDQ49,20.2,Regular,0.039215075,Breakfast,157.663,Epic,OUT013,1987,High,Tier 3,Supermarket Type1,2190.482
1040,FDI14,14.1,Low Fat,0.089859642,Canned,140.2496,Prosegur,OUT045,2002,,Tier 2,Supermarket Type1,1693.7952
1041,FDS16,15.15,Regular,0.066121873,Frozen Foods,145.676,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,3661.9
1042,FDU15,13.65,Regular,0.026643448,Meat,37.9532,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,862.8768
1043,NCG43,,Low Fat,0.073879939,Household,94.0462,Brinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,1850.924
1044,FDR23,,Low Fat,0.08139146,Breads,177.837,Epic,OUT027,1985,Medium,Tier 3,Supermarket Type3,6351.732
1045,FDS52,,Low Fat,0.005448005,Frozen Foods,102.1016,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,3542.056
1046,NCP18,12.15,Low Fat,0.028714747,Household,151.9708,Brinks,OUT018,2009,Medium,Tier 3,Supermarket Type2,3611.2992
1047,DRF23,,Low Fat,0.122058364,Hard Drinks,172.8396,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,7152.0236
1048,FDO09,13.5,Regular,0.125528734,Snack Foods,262.191,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,6048.793
1049,FDB40,17.5,Regular,0.007555176,Dairy,145.9102,Brinks,OUT045,2002,,Tier 2,Supermarket Type1,2187.153
1050,DRK37,,Low Fat,0.077046505,Soft Drinks,189.453,G4S,OUT019,1985,Small,Tier 1,Grocery Store,759.012
1051,DRN11,7.85,Low Fat,0.162980276,Hard Drinks,145.2444,Allied Universal,OUT046,1997,Small,Tier 1,Supermarket Type1,1451.444
1052,FDE22,9.695,Low Fat,0.029632784,Snack Foods,159.692,Allied Universal,OUT045,2002,,Tier 2,Supermarket Type1,958.752
1053,FDF04,17.5,Low Fat,0.013634468,Frozen Foods,256.4304,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,1808.3128
1054,FDE41,9.195,Regular,0.064376263,Frozen Foods,83.1566,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,1099.2358
1055,FDW08,,LF,0.147663025,Fruits and Vegetables,106.028,Brinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,1810.976
1056,NCD54,21.1,Low Fat,0.029003459,Household,143.4786,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,2311.6576
1057,FDZ33,10.195,low fat,0.107834541,Snack Foods,146.5076,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,1330.2684
1058,FDO23,17.85,Low Fat,0.146399663,Breads,93.8436,Epic,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
1059,FDN34,15.6,Regular,0.04575559,Snack Foods,167.1132,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,2874.9244
1060,FDL39,16.1,Regular,0.063278652,Dairy,182.1318,Epic,OUT013,1987,High,Tier 3,Supermarket Type1,2345.6134
1061,FDT28,13.3,Low Fat,0.063664998,Frozen Foods,151.6708,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,3912.2408
1062,FDH33,12.85,Low Fat,0.122221269,Snack Foods,45.9428,AHS,OUT018,2009,Medium,Tier 3,Supermarket Type2,1274.3412
1063,FDA34,11.5,Low Fat,0.014944614,Starchy Foods,171.808,Prosegur,OUT017,2007,,Tier 2,Supermarket Type1,5712.564
1064,FDZ56,16.25,Low Fat,0.025732114,Fruits and Vegetables,166.4474,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,5390.3168
1065,DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54.0614,AHS,OUT017,2007,,Tier 2,Supermarket Type1,1160.4894
1066,NCO18,13.15,Low Fat,0.024646608,Household,177.4686,NSPS,OUT035,2004,Small,Tier 2,Supermarket Type1,5510.8266
1067,DRG27,8.895,Low Fat,0,Dairy,42.0138,GardaWorld,OUT018,2009,Medium,Tier 3,Supermarket Type2,568.5932
1068,FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181.366,GardaWorld,OUT010,1998,,Tier 3,Grocery Store,179.766
1069,NCY41,16.75,Low Fat,0.126765903,Health and Hygiene,35.7532,GardaWorld,OUT010,1998,,Tier 3,Grocery Store,143.8128
1070,FDD21,10.3,Regular,0.030563449,Fruits and Vegetables,114.4176,Epic,OUT035,2004,Small,Tier 2,Supermarket Type1,2633.9048
1071,FDD44,8.05,Regular,0.078522357,Fruits and Vegetables,257.1646,GardaWorld,OUT049,1999,Medium,Tier 1,Supermarket Type1,6183.9504
1072,FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.6802,G4S,OUT046,1997,Small,Tier 1,Supermarket Type1,2702.4822
1073,FDQ37,20.75,Low Fat,0.089260667,Breakfast,193.4478,Allied Universal,OUT046,1997,Small,Tier 1,Supermarket Type1,4843.695
1074,NCY05,13.5,Low Fat,0.05510153,Health and Hygiene,37.0874,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,952.7598
1075,NCE07,8.18,low fat,0.013127548,Household,142.0154,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,1985.4156
1076,DRI51,17.25,Low Fat,0.042233642,Dairy,173.3764,Allied Universal,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168
1077,NCI31,20,Low Fat,0.081492092,Others,35.519,AHS,OUT045,2002,,Tier 2,Supermarket Type1,1025.332
1078,FDK60,16.5,Regular,0,Baking Goods,96.2068,Prosegur,OUT046,1997,Small,Tier 1,Supermarket Type1,3013.4108
1079,FDY12,9.8,Regular,0.14061104,Baking Goods,49.8008,Epic,OUT046,1997,Small,Tier 1,Supermarket Type1,809.6128
1080,FDO38,17.25,Low Fat,0.072952298,Canned,76.0986,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,623.1888
1081,FDP11,15.85,Low Fat,0.069087481,Breads,218.7166,Epic,OUT035,2004,Small,Tier 2,Supermarket Type1,1088.583
1082,FDC21,,Regular,0.075215349,Fruits and Vegetables,108.4254,Brinks,OUT019,1985,Small,Tier 1,Grocery Store,217.0508
1083,NCF54,18,Low Fat,0.047645037,Household,172.6422,Epic,OUT017,2007,,Tier 2,Supermarket Type1,2931.5174
1084,FDC35,,Low Fat,0.122242847,Starchy Foods,207.5638,Brinks,OUT027,1985,Medium,Tier 3,Supermarket Type3,4555.4036
1085,FDV43,16,Low Fat,0.076975118,Fruits and Vegetables,46.2086,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.6946
1086,DRE12,4.59,Low Fat,0.070890602,Soft Drinks,111.686,Brinks,OUT049,1999,Medium,Tier 1,Supermarket Type1,1584.604
1087,DRE27,11.85,Low Fat,0.132560174,Dairy,97.2726,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,782.9808
1088,DRC36,,Regular,0.044767032,Soft Drinks,173.7054,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,5778.4782
1089,FDZ38,,Low Fat,0.007962273,Dairy,174.0422,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,5173.266
1090,NCW42,18.2,LF,0.058799705,Household,220.7456,AHS,OUT017,2007,,Tier 2,Supermarket Type1,4420.912
1091,NCZ18,7.825,low fat,0.186445212,Household,255.5698,Allied Universal,OUT045,2002,,Tier 2,Supermarket Type1,1522.0188
1092,FDL13,,Regular,0.098606543,Breakfast,232.73,Brinks,OUT019,1985,Small,Tier 1,Grocery Store,932.12
1093,NCN18,8.895,Low Fat,0.125222705,Household,113.3544,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896
1094,FDI41,18.5,reg,0.062609071,Frozen Foods,148.6418,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,1765.7016
1095,FDV22,14.85,Regular,0.009930514,Snack Foods,157.463,G4S,OUT013,1987,High,Tier 3,Supermarket Type1,2503.408
1096,NCB43,,Low Fat,0.099428487,Household,187.8898,NSPS,OUT027,1985,Medium,Tier 3,Supermarket Type3,7296.5022
1097,FDQ46,7.51,Low Fat,0.103793399,Snack Foods,110.1544,G4S,OUT035,2004,Small,Tier 2,Supermarket Type1,2684.5056
1098,FDC44,15.6,Low Fat,0,Fruits and Vegetables,111.9518,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,2163.1842
1099,FDB22,8.02,Low Fat,0.111419588,Snack Foods,154.3998,Epic,OUT035,2004,Small,Tier 2,Supermarket Type1,3383.5956
1100,FDV23,11,Low Fat,0.106051405,Breads,124.4046,Epic,OUT045,2002,,Tier 2,Supermarket Type1,2241.0828
1101,FDK10,,Regular,0.04016342,Snack Foods,181.166,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
1102,FDF05,17.5,Low Fat,0.026925385,Frozen Foods,264.391,Prosegur,OUT045,2002,,Tier 2,Supermarket Type1,5259.82
1103,FDL33,7.235,Low Fat,0.099962524,Snack Foods,193.8452,NSPS,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.452
1104,FDD20,,Low Fat,0.020614212,Fruits and Vegetables,126.4046,GardaWorld,OUT027,1985,Medium,Tier 3,Supermarket Type3,5353.6978
1105,NCM54,,Low Fat,0.050692386,Household,125.6678,GardaWorld,OUT027,1985,Medium,Tier 3,Supermarket Type3,4832.3764
1106,FDW48,18,Low Fat,0.008589133,Baking Goods,81.0618,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,1450.1124
1107,DRF36,16.1,Low Fat,0.023673342,Soft Drinks,189.0846,G4S,OUT018,2009,Medium,Tier 3,Supermarket Type2,5350.3688
1108,NCM06,7.475,LF,0.075881475,Household,155.2656,G4S,OUT045,2002,,Tier 2,Supermarket Type1,2934.8464
1109,NCA54,16.5,Low Fat,0.061330521,Household,178.7318,Allied Universal,OUT010,1998,,Tier 3,Grocery Store,360.8636
1110,FDT46,11.35,Low Fat,0.030869612,Snack Foods,49.8008,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,708.4112
1111,FDH20,16.1,Regular,0.024944396,Fruits and Vegetables,95.441,Brinks,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.443
1112,FDT38,18.7,Low Fat,0.057654132,Dairy,83.1566,Epic,OUT045,2002,,Tier 2,Supermarket Type1,1606.5754
1113,NCI17,8.645,Low Fat,0.143713508,Health and Hygiene,96.641,GardaWorld,OUT045,2002,,Tier 2,Supermarket Type1,868.869
1114,FDO40,17.1,Low Fat,0.032812669,Frozen Foods,147.1392,GardaWorld,OUT017,2007,,Tier 2,Supermarket Type1,2237.088
1115,FDP12,9.8,Regular,0.045266806,Baking Goods,36.9874,Epic,OUT046,1997,Small,Tier 1,Supermarket Type1,705.748
1116,FDI44,,Low Fat,0.099747488,Fruits and Vegetables,75.2328,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656
1117,FDB21,,Low Fat,0,Fruits and Vegetables,242.9854,Prosegur,OUT027,1985,Medium,Tier 3,Supermarket Type3,6767.1912
1118,FDG16,15.25,Low Fat,0.089742065,Frozen Foods,213.7192,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,1078.596
1119,NCZ42,10.5,Low Fat,0.011351778,Household,236.5248,NSPS,OUT017,2007,,Tier 2,Supermarket Type1,4029.4216
1120,NCJ30,5.82,LF,0.081096613,Household,170.379,Brinks,OUT017,2007,,Tier 2,Supermarket Type1,1018.674
1121,FDV49,10,Low Fat,0.025827199,Canned,263.2226,Epic,OUT046,1997,Small,Tier 1,Supermarket Type1,3700.5164
1122,NCO43,5.5,LF,0,Others,103.1016,Epic,OUT045,2002,,Tier 2,Supermarket Type1,2024.032
1123,NCF18,18.35,Low Fat,0.148938624,Household,191.9504,Epic,OUT010,1998,,Tier 3,Grocery Store,767.0016
1124,NCX41,19,Low Fat,0,Health and Hygiene,211.0244,Brinks,OUT010,1998,,Tier 3,Grocery Store,1482.0708
1125,FDY11,6.71,Regular,0.029535852,Baking Goods,67.5142,Prosegur,OUT013,1987,High,Tier 3,Supermarket Type1,593.2278
1126,FDU46,10.3,Regular,0.011143599,Snack Foods,88.254,Allied Universal,OUT049,1999,Medium,Tier 1,Supermarket Type1,1125.202
1127,NCI18,18.35,Low Fat,0.014045832,Household,222.7746,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,1570.6222
1128,FDL38,13.8,reg,0.014730322,Canned,90.9172,AHS,OUT035,2004,Small,Tier 2,Supermarket Type1,2141.2128
1129,FDY60,10.5,Regular,0.026520107,Baking Goods,144.8128,Allied Universal,OUT017,2007,,Tier 2,Supermarket Type1,2157.192
1130,FDF53,20.75,Regular,0.083736551,Frozen Foods,178.7318,AHS,OUT049,1999,Medium,Tier 1,Supermarket Type1,3428.2042
1131,NCM05,,Low Fat,0.059557164,Health and Hygiene,263.7226,Allied Universal,OUT027,1985,Medium,Tier 3,Supermarket Type3,6872.3876
1132,FDR13,9.895,Regular,0.028837829,Canned,117.8492,Allied Universal,OUT018,2009,Medium,Tier 3,Supermarket Type2,1506.0396
1133,FDA49,,Low Fat,0.113669629,Canned,89.0198,Allied Universal,OUT019,1985,Small,Tier 1,Grocery Store,174.4396
1134,FDY52,,Low Fat,0.012865901,Frozen Foods,59.3536,GardaWorld,OUT019,1985,Small,Tier 1,Grocery Store,122.5072
1135,FDL02,,Regular,0.182236555,Canned,107.1622,Brinks,OUT019,1985,Small,Tier 1,Grocery Store,211.7244
1136,FDO24,11.1,Low Fat,0.176069023,Baking Goods,156.7604,GardaWorld,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248
1137,FDM08,10.1,reg,0.053574075,Fruits and Vegetables,223.7088,Allied Universal,OUT035,2004,Small,Tier 2,Supermarket Type1,2684.5056
1138,FDJ02,,Regular,0.044063785,Canned,147.2418,NSPS,OUT019,1985,Small,Tier 1,Grocery Store,294.2836
1139,FDW40,14,Regular,0.105573769,Frozen Foods,143.9812,Epic,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.8496
1140,FDT46,,Low Fat,0.030657949,Snack Foods,50.5008,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,1012.016
1141,FDY08,9.395,Regular,0.172042892,Fruits and Vegetables,139.9838,AHS,OUT017,2007,,Tier 2,Supermarket Type1,1966.7732
1142,FDM21,,Low Fat,0.064052392,Snack Foods,256.1646,G4S,OUT027,1985,Medium,Tier 3,Supermarket Type3,7472.2734
1143,FDH26,,Regular,0.034531702,Canned,142.2496,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,2399.5432
1144,NCM42,6.13,Low Fat,0.028365524,Household,110.0912,Epic,OUT049,1999,Medium,Tier 1,Supermarket Type1,1637.868
1145,FDW13,8.5,Low Fat,0.097866209,Canned,51.1324,GardaWorld,OUT035,2004,Small,Tier 2,Supermarket Type1,1350.2424
1146,FDN04,,Regular,0.01401884,Frozen Foods,178.1344,AHS,OUT027,1985,Medium,Tier 3,Supermarket Type3,3747.1224
1147,NCD07,9.1,Low Fat,0,Household,114.4518,AHS,OUT046,1997,Small,Tier 1,Supermarket Type1,1593.9252
